INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
285709468,04/21/2024,17:05:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1008788,170702,40.63518,-73.911589,POINT (-73.911589 40.63518)
289111779,06/25/2024,22:44:00,BRONX,OUTSIDE,46,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1010664,251020,40.855629,-73.904516,POINT (-73.904516 40.855629)
291658812,08/13/2024,3:20:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1004138,237777,40.819298,-73.928145,POINT (-73.928145 40.819298)
293719752,09/22/2024,6:15:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1048949,187897,40.682176,-73.766728,POINT (-73.766728 40.682176)
286036819,04/27/2024,20:43:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),Y,18-24,M,BLACK,18-24,M,BLACK,1004497,176955,40.652355,-73.927031,POINT (-73.927031 40.652355)
283128966,03/02/2024,3:25:00,QUEENS,INSIDE,114,0,(null),BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,BLACK,1006506,214760,40.756115,-73.919666,POINT (-73.919666 40.756115)
298672097,12/30/2024,18:48:00,BROOKLYN,OUTSIDE,60,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,45-64,M,BLACK,989372,155205,40.592685,-73.981557,POINT (-73.981557 40.592685)
285004479,04/08/2024,19:53:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1010184,182784,40.668341,-73.906514,POINT (-73.906514 40.668341)
288669970,06/17/2024,21:05:00,BRONX,OUTSIDE,42,0,STREET,(null),Y,(null),(null),(null),<18,M,WHITE HISPANIC,1009200,239357,40.823621,-73.909851,POINT (-73.909851 40.823621)
293397549,09/16/2024,10:09:00,BRONX,OUTSIDE,48,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1014114,249085,40.850307,-73.892053,POINT (-73.892053 40.850307)
280245039,01/09/2024,15:43:00,BRONX,INSIDE,47,0,COMMERCIAL,COMMERCIAL BLDG,N,(null),(null),(null),25-44,M,BLACK,1031274,261802,40.885136,-73.829935,POINT (-73.829935 40.885136)
298257178,12/19/2024,7:20:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1010124,247779,40.846733,-73.906481,POINT (-73.906481 40.846733)
287548091,05/27/2024,2:21:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1018538,240851,40.82769,-73.876101,POINT (-73.876101 40.82769)
280120264,01/07/2024,17:15:00,BROOKLYN,OUTSIDE,63,0,COMMERCIAL,CHAIN STORE,N,(null),(null),(null),25-44,M,BLACK,1004239,167352,40.625998,-73.927988,POINT (-73.927988 40.625998)
292955428,09/08/2024,14:50:00,BRONX,OUTSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1025752,238394,40.820917,-73.85005,POINT (-73.85005 40.820917)
291353930,08/07/2024,20:01:00,BRONX,OUTSIDE,52,0,STREET,(null),N,<18,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1012217,253976,40.863736,-73.898887,POINT (-73.898887 40.863736)
290856078,07/30/2024,1:08:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1010362,182581,40.667781,-73.905871,POINT (-73.905871 40.667781)
287125472,05/19/2024,5:40:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1008245,183796,,,
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),Y,<18,M,BLACK,<18,M,BLACK,1007839,246906,40.844344,-73.914743,POINT (-73.914743 40.844344)
296266930,11/10/2024,18:57:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1008608,238678,40.82176,-73.911992,POINT (-73.911992 40.82176)
295230669,10/21/2024,6:40:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,N,45-64,M,BLACK,25-44,M,BLACK,1021289,184415,40.672777,-73.866472,POINT (-73.866472 40.672777)
296383585,11/12/2024,22:23:00,MANHATTAN,OUTSIDE,25,0,PLAYGROUND,(null),N,<18,M,BLACK,25-44,M,BLACK,999347,232501,40.804825,-73.945466,POINT (-73.945466 40.804825)
287193530,05/20/2024,20:20:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1000301,192923,40.696192,-73.942116,POINT (-73.942116 40.696192)
297453566,12/03/2024,23:29:00,QUEENS,OUTSIDE,105,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK HISPANIC,1051754,181288,40.664013,-73.756681,POINT (-73.756681 40.664013)
282033298,02/10/2024,5:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC,1015796,257648,40.873803,-73.885931,POINT (-73.885931 40.873803)
297015430,11/24/2024,3:00:00,MANHATTAN,OUTSIDE,9,0,STREET,(null),N,18-24,M,BLACK,18-24,M,ASIAN / PACIFIC ISLANDER,989094,202787,40.723279,-73.982524,POINT (-73.982524 40.723279)
282368516,02/17/2024,2:36:00,QUEENS,OUTSIDE,102,0,STREET,GAS STATION,N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1036134,192055,40.693673,-73.812899,POINT (-73.812899 40.693673)
290384324,07/18/2024,22:03:00,BRONX,OUTSIDE,43,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1021514,239266,40.823327,-73.865357,POINT (-73.865357 40.823327)
289551233,07/04/2024,3:00:00,QUEENS,OUTSIDE,105,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1055498,197111,40.707416,-73.743018,POINT (-73.743018 40.707416)
281552304,02/02/2024,0:41:00,BROOKLYN,INSIDE,72,0,DWELLING,(null),N,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,982591,172686,40.64066,-74.005978,POINT (-74.005978 40.64066)
285449093,04/16/2024,18:10:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1007885,246405,40.84297,-73.914577,POINT (-73.914577 40.84297)
282064253,02/11/2024,21:50:00,MANHATTAN,OUTSIDE,13,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,BLACK,987366,208421,40.738744,-73.988753,POINT (-73.988753 40.738744)
284021247,03/19/2024,18:58:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1021814,236899,40.816829,-73.864286,POINT (-73.864286 40.816829)
290730388,07/26/2024,20:38:00,BRONX,INSIDE,49,0,DWELLING,(null),N,18-24,M,BLACK,25-44,M,BLACK,1020290,245848,40.841399,-73.869744,POINT (-73.869744 40.841399)
294059060,09/29/2024,13:48:00,BRONX,OUTSIDE,48,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1016262,248610,40.848996,-73.88429,POINT (-73.88429 40.848996)
292280208,08/25/2024,14:45:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,25-44,F,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1010760,248007,40.84736,-73.904181,POINT (-73.904181 40.84736)
290852778,07/30/2024,0:20:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,991549,169019,,,
293353850,09/15/2024,23:30:00,BROOKLYN,OUTSIDE,61,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,F,BLACK,1000878,155643,40.593865,-73.940126,POINT (-73.940126 40.593865)
287141365,05/19/2024,22:50:00,BRONX,OUTSIDE,47,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1026894,263907,40.890937,-73.845764,POINT (-73.845764 40.890937)
282942198,02/28/2024,13:15:00,MANHATTAN,OUTSIDE,19,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,WHITE HISPANIC,999232,224050,40.781632,-73.9459,POINT (-73.9459 40.781632)
288243975,06/09/2024,3:40:00,BROOKLYN,OUTSIDE,75,0,DWELLING,PVT HOUSE,N,25-44,M,BLACK,25-44,F,WHITE HISPANIC,1017357,184668,40.673488,-73.880645,POINT (-73.880645 40.673488)
290080377,07/14/2024,23:25:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,45-64,M,BLACK,25-44,M,WHITE HISPANIC,1013327,177741,40.654487,-73.895207,POINT (-73.895207 40.654487)
296909032,11/21/2024,16:40:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,959841,172627,40.640464,-74.087951,POINT (-74.087951 40.640464)
294984848,10/16/2024,20:30:00,BRONX,INSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,<18,M,WHITE HISPANIC,25-44,M,BLACK,1009894,236851,40.81674,-73.907353,POINT (-73.907353 40.81674)
281097850,01/25/2024,1:15:00,BROOKLYN,INSIDE,78,0,DWELLING,MULTI DWELL - APT BUILD,Y,18-24,M,BLACK,25-44,F,WHITE,989354,184406,40.672828,-73.9816,POINT (-73.9816 40.672828)
290838570,07/29/2024,3:20:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK HISPANIC,1003638,226954,40.789593,-73.929984,POINT (-73.929984 40.789593)
285137848,04/10/2024,12:04:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,WHITE HISPANIC,1006693,238644,40.82167,-73.918909,POINT (-73.918909 40.82167)
285380961,04/15/2024,3:16:00,BRONX,INSIDE,41,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),25-44,M,BLACK,1015284,240356,40.826345,-73.887864,POINT (-73.887864 40.826345)
290195693,07/16/2024,18:36:00,QUEENS,OUTSIDE,105,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1048828,182186,40.6665,-73.767217,POINT (-73.767217 40.6665)
297863727,12/11/2024,21:55:00,BRONX,INSIDE,50,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,F,BLACK,1009975,258835,40.877081,-73.906973,POINT (-73.906973 40.877081)
297018622,11/23/2024,23:52:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,BLACK,25-44,F,BLACK,1017036,183890,,,
287987381,06/04/2024,19:00:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK,1022337,183744,40.670931,-73.862701,POINT (-73.862701 40.670931)
289349078,06/29/2024,22:58:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1003202,249830,40.85238,-73.931494,POINT (-73.931494 40.85238)
292040715,08/21/2024,1:24:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1005349,183456,40.670198,-73.92394,POINT (-73.92394 40.670198)
288110775,06/06/2024,23:40:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,1014749,250367,40.853823,-73.889751,POINT (-73.889751 40.853823)
286656750,05/09/2024,21:48:00,QUEENS,OUTSIDE,105,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1053792,186759,40.679014,-73.749279,POINT (-73.749279 40.679014)
295288908,10/22/2024,22:00:00,BROOKLYN,INSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1006025,185468,40.675719,-73.921496,POINT (-73.921496 40.675719)
292760181,09/04/2024,15:15:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,994893,185271,40.675197,-73.961628,POINT (-73.961628 40.675197)
280507340,01/14/2024,15:30:00,BRONX,OUTSIDE,41,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1014854,240518,40.826789,-73.889415,POINT (-73.889415 40.826789)
285094095,04/10/2024,3:20:00,MANHATTAN,INSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,45-64,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1000654,228899,40.794936,-73.940753,POINT (-73.940753 40.794936)
286395222,05/03/2024,3:23:00,BROOKLYN,INSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,1010947,184366,40.67268,-73.903755,POINT (-73.903755 40.67268)
287498827,05/26/2024,4:10:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),65+,M,BLACK,998152,185742,40.676485,-73.94988,POINT (-73.94988 40.676485)
287444843,05/25/2024,4:40:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1003462,242605,40.832551,-73.930574,POINT (-73.930574 40.832551)
283883225,03/16/2024,6:50:00,QUEENS,OUTSIDE,100,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1039777,155013,40.59198,-73.800066,POINT (-73.800066 40.59198)
292648950,09/02/2024,14:30:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),Y,(null),(null),(null),45-64,M,BLACK,995441,183745,40.671008,-73.959655,POINT (-73.959655 40.671008)
280690342,01/17/2024,3:50:00,BRONX,OUTSIDE,49,0,STREET,(null),N,(null),(null),(null),18-24,M,ASIAN / PACIFIC ISLANDER,1027434,251387,,,
288434701,06/12/2024,23:55:00,BRONX,OUTSIDE,40,0,STREET,(null),N,18-24,M,ASIAN / PACIFIC ISLANDER,18-24,M,BLACK,1006248,237448,40.818388,-73.920521,POINT (-73.920521 40.818388)
280879491,01/21/2024,6:08:00,BRONX,INSIDE,47,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1023421,264176,40.891691,-73.858323,POINT (-73.858323 40.891691)
285261866,04/13/2024,4:22:00,QUEENS,INSIDE,103,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,BLACK,1036944,194475,40.70031,-73.809958,POINT (-73.809958 40.70031)
294992759,10/16/2024,17:41:00,BROOKLYN,OUTSIDE,69,0,PLAYGROUND,(null),Y,<18,M,BLACK,18-24,M,BLACK,1008986,170869,40.63564,-73.910873,POINT (-73.910873 40.63564)
293089095,09/10/2024,18:50:00,MANHATTAN,OUTSIDE,18,0,STREET,(null),N,18-24,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,986651,218100,40.76531,-73.991332,POINT (-73.991332 40.76531)
291476092,08/09/2024,18:00:00,BRONX,INSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,45-64,M,WHITE HISPANIC,1010466,238572,40.821464,-73.905278,POINT (-73.905278 40.821464)
291073925,08/02/2024,5:15:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1010861,252080,40.858538,-73.9038,POINT (-73.9038 40.858538)
287141672,05/19/2024,20:10:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,991391,192835,40.695961,-73.974248,POINT (-73.974248 40.695961)
293592049,09/19/2024,12:56:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,962074,173539,40.642973,-74.079908,POINT (-74.079908 40.642973)
295721939,10/30/2024,20:28:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1016871,247291,40.845373,-73.882097,POINT (-73.882097 40.845373)
281250470,01/27/2024,18:35:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,962669,173939,40.644073,-74.077766,POINT (-74.077766 40.644073)
297508943,12/04/2024,6:46:00,MANHATTAN,OUTSIDE,18,0,COMMERCIAL,HOTEL/MOTEL,Y,25-44,M,WHITE,45-64,M,WHITE,988451,217993,,,
284961340,03/17/2024,18:40:00,BROOKLYN,INSIDE,62,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,WHITE,45-64,M,BLACK,985022,157827,40.599876,-73.997218,POINT (-73.997218 40.599876)
288669972,06/17/2024,18:00:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1024351,260917,40.882741,-73.854979,POINT (-73.854979 40.882741)
286460099,05/06/2024,23:14:00,QUEENS,OUTSIDE,100,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1033671,152134,40.584112,-73.822073,POINT (-73.822073 40.584112)
293715399,09/22/2024,3:42:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,45-64,M,BLACK,25-44,M,BLACK,1013663,179814,40.660178,-73.893985,POINT (-73.893985 40.660178)
295721937,10/30/2024,15:39:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1009557,239643,40.824405,-73.908558,POINT (-73.908558 40.824405)
287498826,05/25/2024,22:50:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,995310,186793,40.679375,-73.960124,POINT (-73.960124 40.679375)
288867607,06/20/2024,19:43:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,WHITE HISPANIC,<18,M,BLACK,1009100,247458,40.845855,-73.910181,POINT (-73.910181 40.845855)
291518690,08/10/2024,18:03:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1010769,253612,40.862742,-73.904126,POINT (-73.904126 40.862742)
280638541,01/16/2024,15:00:00,BROOKLYN,INSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,UNKNOWN,M,BLACK HISPANIC,1007743,184918,40.674205,-73.915304,POINT (-73.915304 40.674205)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),Y,<18,M,BLACK,<18,F,WHITE HISPANIC,1007839,246906,40.844344,-73.914743,POINT (-73.914743 40.844344)
297516720,12/04/2024,22:45:00,BROOKLYN,INSIDE,73,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1006025,185468,40.675719,-73.921496,POINT (-73.921496 40.675719)
292624273,09/01/2024,23:19:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,1019984,189160,40.685807,-73.871153,POINT (-73.871153 40.685807)
289551234,07/04/2024,3:00:00,QUEENS,OUTSIDE,105,0,STREET,PVT HOUSE,N,(null),(null),(null),25-44,M,BLACK,1033202,229543,40.796584,-73.823199,POINT (-73.823199 40.796584)
282682441,02/23/2024,4:40:00,BRONX,INSIDE,46,1,TRANSIT,(null),Y,18-24,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1011698,251174,40.856047,-73.900778,POINT (-73.900778 40.856047)
293017069,09/09/2024,7:45:00,BRONX,OUTSIDE,47,0,STREET,(null),Y,25-44,M,BLACK,45-64,M,BLACK,1024472,259364,40.878477,-73.854551,POINT (-73.854551 40.878477)
282041193,02/11/2024,3:13:00,BRONX,INSIDE,48,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,F,BLACK,1014256,250228,40.853443,-73.891534,POINT (-73.891534 40.853443)
287998198,03/15/2024,22:16:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,998100,233193,40.806726,-73.949968,POINT (-73.949968 40.806726)
287193528,05/20/2024,19:04:00,BRONX,OUTSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,1009965,242932,40.83343,-73.907074,POINT (-73.907074 40.83343)
292391488,08/27/2024,21:00:00,BRONX,INSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1005674,234940,40.811507,-73.922606,POINT (-73.922606 40.811507)
296286077,11/11/2024,0:18:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1002250,173102,40.641783,-73.93514,POINT (-73.93514 40.641783)
292187350,08/23/2024,0:52:00,BRONX,OUTSIDE,42,0,STREET,(null),Y,(null),(null),(null),<18,M,BLACK,1015222,242236,40.831503,-73.88808,POINT (-73.88808 40.831503)
281250471,01/27/2024,18:36:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1015391,181282,40.6642,-73.88775,POINT (-73.88775 40.6642)
284878826,04/05/2024,23:00:00,BROOKLYN,OUTSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1000301,192923,40.696192,-73.942116,POINT (-73.942116 40.696192)
289747221,07/08/2024,17:30:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,18-24,M,BLACK,45-64,M,BLACK,998007,170790,40.635445,-73.950433,POINT (-73.950433 40.635445)
292947997,09/07/2024,18:00:00,BRONX,INSIDE,43,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,F,WHITE HISPANIC,18-24,F,BLACK HISPANIC,1024058,238894,40.822296,-73.856169,POINT (-73.856169 40.822296)
281933972,02/08/2024,19:06:00,MANHATTAN,OUTSIDE,14,0,STREET,(null),N,<18,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,987952,214356,40.755033,-73.986638,POINT (-73.986638 40.755033)
298461889,12/25/2024,5:55:00,MANHATTAN,OUTSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,999602,230361,40.798959,-73.944552,POINT (-73.944552 40.798959)
288978574,06/22/2024,2:00:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),18-24,F,WHITE HISPANIC,1013099,235152,40.812067,-73.895782,POINT (-73.895782 40.812067)
296778955,11/19/2024,18:32:00,QUEENS,INSIDE,103,0,OTHER,(null),N,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1040022,195779,40.703871,-73.798848,POINT (-73.798848 40.703871)
292945971,09/07/2024,11:00:00,BROOKLYN,INSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,F,BLACK,1009316,183094,40.669193,-73.909639,POINT (-73.909639 40.669193)
290044413,07/12/2024,2:29:00,BROOKLYN,INSIDE,61,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1000686,156007,40.594864,-73.940815,POINT (-73.940815 40.594864)
295532789,10/26/2024,18:31:00,MANHATTAN,OUTSIDE,26,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,996240,235791,40.81386,-73.956684,POINT (-73.956684 40.81386)
285449093,04/16/2024,18:10:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1007885,246405,40.84297,-73.914577,POINT (-73.914577 40.84297)
284274405,03/24/2024,19:20:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1001963,233039,40.806296,-73.936017,POINT (-73.936017 40.806296)
283691721,03/13/2024,14:24:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1007072,239961,40.825285,-73.917538,POINT (-73.917538 40.825285)
286098202,04/29/2024,1:05:00,QUEENS,OUTSIDE,106,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1033855,185778,40.676457,-73.821164,POINT (-73.821164 40.676457)
283020990,02/29/2024,11:11:00,MANHATTAN,INSIDE,28,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,45-64,M,BLACK,997786,231697,40.802621,-73.951104,POINT (-73.951104 40.802621)
297145620,11/26/2024,17:06:00,BRONX,OUTSIDE,47,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1026854,262287,40.886489,-73.845917,POINT (-73.845917 40.886489)
287577768,05/28/2024,10:41:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1019994,184932,40.674202,-73.871139,POINT (-73.871139 40.674202)
293039384,09/10/2024,0:58:00,BRONX,OUTSIDE,52,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1017982,258311,40.875614,-73.878025,POINT (-73.878025 40.875614)
293721794,09/22/2024,15:21:00,QUEENS,INSIDE,101,0,DWELLING,MULTI DWELL - APT BUILD,N,<18,M,BLACK,<18,M,BLACK,1042942,154220,40.589782,-73.788676,POINT (-73.788676 40.589782)
290838569,07/29/2024,19:25:00,BRONX,OUTSIDE,48,0,STREET,(null),Y,(null),(null),(null),25-44,M,WHITE HISPANIC,1015295,245719,40.841062,-73.8878,POINT (-73.8878 40.841062)
290044412,07/12/2024,9:40:00,MANHATTAN,INSIDE,9,0,PLAYGROUND,(null),Y,45-64,M,WHITE HISPANIC,65+,M,BLACK,988814,203798,40.726054,-73.983534,POINT (-73.983534 40.726054)
288365032,06/11/2024,13:53:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1001326,232945,40.806041,-73.938315,POINT (-73.938315 40.806041)
291911992,08/18/2024,4:25:00,BRONX,OUTSIDE,43,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1017558,241162,40.828547,-73.879641,POINT (-73.879641 40.828547)
298607139,12/28/2024,2:53:00,MANHATTAN,INSIDE,18,0,DWELLING,MULTI DWELL - APT BUILD,Y,18-24,F,BLACK,25-44,M,BLACK,987578,216989,40.762269,-73.987986,POINT (-73.987986 40.762269)
291743693,08/15/2024,0:50:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),N,45-64,M,BLACK,45-64,M,ASIAN / PACIFIC ISLANDER,988384,199199,40.713432,-73.985086,POINT (-73.985086 40.713432)
293148192,09/11/2024,16:35:00,QUEENS,OUTSIDE,115,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK HISPANIC,1020711,217755,40.764289,-73.868377,POINT (-73.868377 40.764289)
287054099,05/17/2024,4:57:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1009691,240098,40.825655,-73.908071,POINT (-73.908071 40.825655)
295775770,10/31/2024,18:36:00,MANHATTAN,OUTSIDE,20,0,STREET,(null),N,(null),(null),(null),<18,M,WHITE HISPANIC,991202,224999,,,
